Work ID,Title,Author,Series,First Publisher,Last Updated By,Thumbnail Picture,Ratings
13619,Paradise Bazooka,Tatsuya Motosawa,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:25),,5
58651,Paradise Butterfly,Satoshi Kusumoto,"Weekly Shonen Champion End of serialization
[July 1996 - March 1997]
Notes Issue 32, 1996 (July 18th issue) - Issue 17, 1997 (April 3rd issue)",Morizaru (2018-02-02 22:12:25),Morizaru (2018-02-02 22:21:36),,2
101219,Paradise Hot Springs,Amu,"Magazine data unknown/unregistered One-shot
[1994]
Notes: ""Side Story"" Spring 1994",Fushimi-an (2024-05-09 22:22:20),Fushimi-an (2024-05-09 22:22:20),,4
48014,Paradise Bali Takatoshi Maruo's Hairy Tale,"Naka Yoshito
[Manga]

Maruo Takatoshi
[Supervision]","Web Goraku Egg serialization ended
[April 2013 - September 2013]
Notes: Distribution started from April 25th to September 25th
Transferred to Bessatsu Manga Goraku

Notes: No. 658 (June 2013 issue/released April 25th) - No. 663",Morizaru (2016-11-19 23:52:45),Morizaru (2016-11-19 23:52:45),,3
13620,Paradise Hunter,Tatsuya Motosawa,Comic action character,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:56),,5
13798,Paradise Family,Yui Yoichiro,"Super Jump serialization ended
[-2001]
Notes January 1989 issue - June 2001 issue",Mangaseek Editorial Department (2003-03-28 18:34:49),Morizaru (2017-06-29 00:49:00),,2
6097,Paradise Blues,Jun Fukami,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:29),,4
24911,Paradise Mummies,Takeo Chiba,,Mangaseek Editorial Department (2003-11-04 23:31:28),Kono (2015-07-20 10:11:55),,5
68586,Paradise!! Super popular class president ~The worst make-up~,Tomoko Nishimura,"Ciao Deluxe Horror One-shot
[February 2016]
Notes Spring 2016 issue (Ciao Deluxe March issue supplement) Released February 20, 2016",Gonpashin (2019-09-03 04:20:28),Gonpashin (2019-09-03 04:20:28),,5
68587,Paradise!! Super Popular Chairman ~Double Boyfriend~,Tomoko Nishimura,"Ciao Deluxe Horror One-shot
[August 2016]
Notes (Ciao Deluxe September issue extra edition) Released August 19, 2016",Gonpashin (2019-09-03 04:22:55),Gonpashin (2019-09-03 04:22:55),,2
68588,Paradise!! Super popular class president ~Precious pet~,Tomoko Nishimura,"Ciao Deluxe Horror One-shot
[February 2017]
Notes Spring 2017 issue (Ciao Deluxe March issue supplement) Released February 20, 2017
Ciao Deluxe Horror One-shot
[August 2019]
Notes Summer 2019 issue (Ciao Deluxe September issue supplement) Released August 17, 2019",Gonpashin (2019-09-03 04:25:35),Gonpashin (2019-09-03 04:25:35),,5
48229,Paradise!! Super popular class president,Tomoko Nishimura,,Masuke (2016-12-05 22:21:34),Masuke (2016-12-05 22:21:34),,3
85008,Have a great time!,Ao Urakawa,"Manga Time Kirara MAX One-shot
[July 2016 - August 2016]
Notes September 2016 issue (released July 19th), October issue (released August 19th)",Hyakumi (2022-03-07 21:56:14),Hyakumi (2022-03-07 21:56:14),,2
49722,Paradise Ring,Bontaro Takaoka,"Pro-wrestling comics Weekly Pro Wrestling special edition Serialization ended
[1985]
Notes No.1 (Weekly Pro Wrestling, special edition, September 28, 1985), No.2 (Weekly Pro Wrestling, special edition, November 2, 1985), No.3 (Weekly Pro Wrestling, special edition, November 30, 1985), No.4 (Weekly Pro Wrestling, special edition, December 28, 1985), No.5 (Weekly Pro Wrestling, special edition, February 1, 1986)",Morizaru (2017-02-19 09:00:06),Morizaru (2017-02-19 09:00:06),,2
28052,Paradise Apple,Masayuki Hayashi,"Strange Stories for Sleepless Nights Serialization ended
[1992-1994]
Notes vol.6-19
Nemuki Serialization ended
[1994-1996]
Notes vol.20-30",Mangaseek Editorial Department (2004-06-04 11:30:36),Kono (2015-07-20 10:14:38),,1
50078,Kokurase,"Matsukaze Suiren
[Illustration]

galanti
[Original work]","Dengeki Maoh serialization ended
[October 2016 - February 2017]
Notes December 2016 issue - February 2017 issue",Tofana Water (2017-02-27 21:25:20),Tofana Water (2017-02-27 21:25:20),,1
18128,Black orchid,Kondo Rururu,"Ace Next Ended serialization
[1999-2002]
Notes September 1999 issue - May 2002 issue",Mangaseek Editorial Department (2004-05-01 13:57:11),Masuke (2015-07-30 19:10:09),,5
29734,Kuroran ~Rebellious Black Hair~,Kondo Rururu,"Comic Dragon Serialization ended
[2002-2003]
Notes October 2002 issue to April 2003 issue
Dragon Age Serialization ended
[2003-2004]
Notes May 2003 issue to May 2004 issue",Mangaseek Editorial Department (2004-05-01 13:58:15),Masuke (2015-07-30 19:15:25),,4
3800,The Life of Kokuriko Kunizato,George Akiyama,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2016-12-12 13:45:55),,4
34980,Gulp,Takeru Maehara,"Monthly! Spirits Serialization ended
[July 2015 - September 2016]
Notes September 2015 issue (released 7/27) - November 2016 issue",Kono (2015-07-20 17:11:00),Tofana Water (2016-11-13 11:27:34),,3
24359,National Museum Story,Jiro Okazaki,"Big Comics Superior Serialization ended
[~July 1999]
Notes ~July 15, 1999 issue",Mangaseek Editorial Department (2004-01-22 01:49:07),Morizaru (2019-04-07 22:31:42),,1
17351,Black Dragon's Castle,"Takashi Kajiwara
[Illustrator]
Yoshiki Tanaka
[Original Story]","Young Magazine Uppers
[2000-2001]
Notes: 2000 issue 20-2001 issue 2, 2001 issues 4-6, 10-15",Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-01-04 19:41:29),,2
93607,The Black Dragon Princess and the White Butler,Takuhei,"COMIC FUZ serialization ended
[March 2023 - 2024]
Notes March 4, 2023 - 2024",Hyakumi (2023-05-31 01:03:26),Hyakumi (2023-09-12 01:04:54),,1
98061,Gokuro-kun's Love,Yutaka Ohtake,"Bessatsu Shonen Jump One-shot
[September 1972]
Notes October 1972 issue",Morizaru (2023-12-26 20:18:29),Morizaru (2023-12-26 20:18:29),,5
75447,Good job 3,Mikiya Mochizuki,Big Comic serialization ended,daisuke (2020-12-16 09:38:55),daisuke (2020-12-16 09:38:55),,1
6910,Kokekakiiki,Shigeru Mizuki,"Manga Sunday serialization ended
[July 1970 - August 1970]
Notes: August 1, August 22, September 5, 1970 issues",Mangaseek Editorial Department (2003-02-23 13:15:16),Morizaru (2018-12-29 18:52:25),,2
55856,Burn!! Kenta,Toshio Shoji,"Weekly Shonen Sunday Special Issue [1959-1977]

Notes: 1967 Summer Vacation Mystery and Manga Masterpiece Issue",Morizaru (2017-11-03 19:58:50),Morizaru (2017-11-03 19:58:50),,2
96348,Kokeshi Jizo,Moriyasu Naoya,,daisuke (2023-11-10 13:24:01),daisuke (2023-11-10 13:24:01),,4
57436,Toranoana Dining,Former Haruhira,,Morizaru (2017-12-25 21:20:23),daisuke (2022-06-02 13:50:56),,4
90152,"If you do not enter the tiger's cave, you will not catch its cub",Nikolai's wife,"COMIC Kairakuten One-shot
[December 2022]",Fushimi-an (2023-01-29 23:02:07),Fushimi-an (2023-01-29 23:02:07),,4
7944,Moss Tissue,Naoki Yamamoto,"Comic BE! Shukan Hoseki Special Issue
[1986]
Notes: 1986 Issue 1 (first issue/July 30th issue)",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2019-01-12 21:45:08),,3
68224,Coquettish Pie,Emi Hazuki,"Petit Comic One-shot
[1980]
Notes September 1980 issue",Masuke (2019-08-03 07:13:58),Masuke (2019-08-03 07:13:58),,4
91959,Kogera,Sanpei Shirato,"Bessatsu Shonen Magazine [1964-1975] One-shot
[1966]
Notes 1966 Summer Vacation Fun Special Issue",Morizaru (2023-04-05 11:55:14),Morizaru (2023-04-05 11:55:14),,3
58558,Here is a different view,Hideyuki Shibata,"Weekly Shonen Champion One-shot
[March 1993]
Notes: Issue 14, 1993 (March 18th issue)",Morizaru (2018-02-01 22:52:00),Morizaru (2018-02-01 22:52:00),,5
3656,Kiss Goodbye at Midnight,Ayako Shibata,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:10),,1
3272,It's 3pm and she's in the middle of winter.,Sagami Natsuki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:07),,3
6476,Cocoa-colored scene,Etsuko Maeda,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:31),,1
97136,Cocoa Cigarettes,Takahashi Mako,Comic Kairakuten One-shot,Fushimi-an (2023-11-28 22:44:50),Fushimi-an (2023-11-28 22:44:50),,4
72482,Helping Kokoa,Momosawa,"COMIC LO One-shot
[July 2020]",Fushimi-an (2020-09-11 22:54:01),Fushimi-an (2020-09-11 22:54:01),,3
2568,Leave it to Cocoa!,September Princess,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2022-12-13 22:16:11),,2
96742,No more cocoa,Emiko Yachi,"Hana to Yume One-shot
[April 1978]
Notes Issue 8, 1978",daisuke (2023-11-20 12:48:35),daisuke (2023-11-20 12:48:35),,5
42226,Cocoichi's Katsu Curry,Bamboo shoot,"Solo Meal: Omoide Shokudo Special Edition, One-shot
[September 2015]
Notes: ""Solo Meal: Autumn"" (No. 3)
Omoide Shokudo Special Edition [B6 Edition] One-shot
[October 2017]
Notes: Reprint: ""Curry: A Taste You'll Want to Eat Again and Again"" (Published October 30, 2017/Released October 16, 2017)",Morizaru (2016-02-05 20:44:46),Morizaru (2016-02-05 20:44:46),,4
50487,Lullaby of a frozen heart,Hazamamori,,Masuke (2017-03-23 ​​23:05:44),Masuke (2017-03-23 ​​23:05:44),,1
3525,Frozen Kiss,Asako Shiomi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-04-12 21:31:03),,2
11382,On a freezing night...,Koriko Ozawa,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:32),,2
34410,This is the legendary El Palacio,"Takao Aoyagi
Masterpiece","Gessan (Monthly Shonen Sunday) Serialization ended
[May 2009 - August 2013]
Notes June 2009 issue - September 2013 issue",Morizaru (2015-07-12 07:02:06),daisuke (2022-12-13 09:52:13),,5
34064,This is the limit of Oval Academy,"Volume
[Illustration]

Masakazu Ooi
[Original work]","Manga Time Kirara Forward Serialization ended
[July 2013 - May 2015]
Notes September 2013 issue (released July 24th) - July 2015 issue (released May 23rd)",Guest (2015-07-04 23:50:15),Kono (2015-07-20 10:16:25),,4
34008,"From here onwards, no going!","Izumi Mio
[Manga]

Matsuda Yuko
[Original work]","Bessatsu Friend [1985-] Serialization ended
[June 2014 - June 2015]
Notes July 2014 issue - June 2015 issue",Kosuke (2015-07-04 17:30:39),Masuke (2015-12-25 11:39:46),,3
89863,"From here, Furinkazan",Yanagihara full moon,"Manga Time Original Serialization ended
[April 2016 - March 2019]
Notes June 2016 issue - May 2019 issue",Hyakumi (2023-01-22 15:46:33),Hyakumi (2023-01-22 15:46:33),,4
36374,Five stones and one ton,"Narukami Shun
(Murasou Shunichi)
[Illustration]

Mori Kotaro
[Original work]","Shonen Gaho serialization ended

Notes: Issues 1-5, 1971",Morizaru (2015-08-19 22:48:14),daisuke (2022-10-18 13:35:31),,4
3190,One minute before 5pm...!,Saeki Kayo,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-10-14 11:38:16),,1
65802,3pm: Tea time with Professor Amemiya,"Takano Hisashi

Yasuda Mariko
[Confectionery Supervision]","Monthly Comic Bunch Serialization ended
[November 2018 - April 2022]
Notes: Guest appearance: January 2019 issue (released November 21, 2018), serialization: June 2019 issue (released April 20, 2019) - June 2022 issue",Morizaru (2019-04-30 18:01:14),daisuke (2022-11-02 10:43:06),,1
36584,3pm showdown,Mitsuteru Yokoyama,"Monthly Bessatsu Shonen Sunday One-shot
[1960]",Morizaru (2015-08-25 22:00:50),Morizaru (2015-08-25 22:00:50),,2
55723,Sleeping Beauty at 3pm,Nobuko Yuda,"Lady's Comic MAY One-shot
[1986]
Notes June 1986 issue",Monaka (2017-10-14 18:30:16),Monaka (2017-10-14 18:30:16),,4
38801,The 3pm Secret,Sachiko Moriya,,Masuke (2015-10-10 00:17:21),Masuke (2015-10-10 00:17:21),,5
1823,3pm Magic,Narumi Kakinouchi,"Afternoon End of serialization
[January 1993 - January 1999]
Notes March and September 1993 issues, February, July, and November 1994 issues, April, August, and October 1995 issues, February and August 1996 issues, February, May, and August 1997 issues, January and October 1998 issues, February and March 1999 issues",Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2019-01-01 13:35:34),,5
10750,An exclusive story,Ritsuko Saeki,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:17),,2
24687,Exclusive Sei-chan,Haruko Ohtagaki,Da Vinci Serialization,Mangaseek Editorial Department (2003-02-16 22:44:15),Kono (2015-07-20 10:11:35),,2
27975,A secret story between us ♡,Tomochika,Comic Burger [1990],Mangaseek Editorial Department (2003-11-08 22:07:16),Morizaru (2017-06-27 22:12:58),,3
32392,Between ourselves,Yoko Inoue,,Mangaseek Editorial Department (2007-07-14 00:06:22),Kono (2015-07-20 10:15:51),,5
53148,It's our secret,Atsuko Okamoto,"Petit Comic One-shot
[1980]
Notes November 1980 issue",Monaka (2017-05-27 11:50:20),Monaka (2017-05-27 11:50:20),,2
7393,The only two of us!!,Hiromi Morishita,Manga Club serialization ended,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2015-09-05 21:24:09),,1
15284,Comfortable weight,Mille-feuille,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:11:12),,2
12764,The good warriors,"Tomohisa Nagao
[Illustrator]

Taku Asano
[Original Story]","Big Comic Original [1974-] Serialization ended
[February 1990]
Notes: From issue 4 of 1990 (February 20th issue)",Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-12-26 20:19:28),,5
91815,Kiss me here.,Jun Abe,"Weekly Comic Bunch One-shot
[February 2006]
Notes: Issue 13, 2006/March 10th issue (released February 24th)",daisuke (2023-02-06 20:02:36),Masuke (2023-03-26 13:33:42),,2
10338,Kiss me here!,Taeko Harada,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:10:04),,2
63710,COCONA,Hiro Mashima,,Morizaru (2018-11-10 11:01:30),Morizaru (2018-11-10 11:01:30),,4
29715,Coconut AVE,Mitsuru Miura,,Mangaseek Editorial Department (2004-04-30 11:29:49),Morizaru (2017-06-30 12:16:20),,3
76124,Coconut Period -Rabbit that stops global warming-,Reiji Yamada,Big Comics Spirits End of serialization [2008-2009],daisuke (2021-01-08 08:57:45),daisuke (2021-01-08 08:57:45),,1
65311,Coconut milk,Eriko Takayo,"Tokimeki Gohan [Special Edition of Omoide Shokudo] One-shot
[June 2018]
Notes No.8 Homemade Gapao Rice♪ (Published June 25, 2018/Released June 11, 2018)",Morizaru (2019-03-13 21:32:37),Morizaru (2019-03-13 21:32:37),,4
56961,That I was here.,Chika Shiina,,Morizaru (2017-11-26 01:54:56),Morizaru (2017-11-26 01:54:56),,4
76066,Stay here,Kuon Michiyoshi,"COMIC Kairakuten BEAST One-shot
[2009]",Fushimi-an (2021-01-06 22:44:46),Fushimi-an (2021-01-06 22:44:46),,4
75436,The lotus here,Daisuke Moriyama,"Comic Dragon One-shot
[2002]
Notes August 2002 issue",Fushimi-an (2020-12-15 23:25:59),Fushimi-an (2020-12-15 23:25:59),,1
63679,I'm here!,Ema Toyama,"Nakayoshi: End of serialization
[June 2007 - December 2008]
Notes: July 2007 issue - January 2009 issue",Morizaru (2018-11-03 23:30:14),Morizaru (2018-11-03 23:30:14),,3
89154,i am here!,Mutsumi Yoshikawa,"Deluxe Betsucomi One-shot
[February 2015]
Notes April 2015 issue",Morizaru (2023-01-13 22:37:31),Morizaru (2023-01-13 22:37:31),,5
97299,"Here, beside you",Cuvie,,Morizaru (2023-12-04 22:09:50),Morizaru (2023-12-04 22:09:50),,4
62993,I have to touch here,Satosumi Takaguchi,,Morizaru (2018-10-01 20:20:27),daisuke (2022-08-06 13:48:16),,5
56851,Afternoon yawn,Komatsu Shinya,,Morizaru (2017-11-25 22:17:33),daisuke (2022-07-06 14:24:32),,1
20039,Afternoon Stranger,Morning Evening,,Mangaseek Editorial Department (2002-11-16 15:31:03),Masuke (2015-10-05 20:47:21),,3
70782,Afternoon florist,Masao Tomozawa,"Afternoon serialization ended
[June 2012 - December 2012]
Notes August 2012 issue - February 2013 issue",daisuke (2020-05-21 16:43:24),daisuke (2020-05-21 16:43:24),,3
46559,Afternoon Country,Hiroshi Fuji,,Morizaru (2016-09-02 15:58:55),Morizaru (2016-09-02 15:58:55),,5
73219,Afternoon Country Special,"Hiroshi Fuji
[Author and Illustrator]

Chizuru Taga
[Illustrator]

Yuichiro Shinozaki
[Illustrator]","Magazine data unknown/unregistered One-shot
[February 1987]
Notes: ""NG"" (published by Namco) February 1987 issue",daisuke (2020-10-02 20:42:49),daisuke (2020-10-02 20:42:49),,2
44039,Tales of the Afternoon Country,Hiroshi Fuji,"Monthly Comic Ryu [Paperback: 2006-2018] One-shot
[August 2008]
Notes October 2008 issue",Tofana Water (2016-04-26 22:39:46),Tofana Water (2016-04-26 22:39:46),,1
29097,Afternoon Killer,Chieri Mihara,"Halloween special edition, one-shot
[1989]
Notes: June 1989 special edition",Mangaseek Editorial Department (2004-03-23 ​​01:05:28),Morizaru (2018-10-15 22:20:38),,3
48761,Afternoon sandwiches and tea,Shizue Takanashi,"Solo Meals: Omoide Shokudo Special Edition One-shot
[September 2016]
Notes No.8 Meat is the best♪ (Published September 12, 2016/Released September 26)",Morizaru (2016-12-20 13:24:14),Morizaru (2016-12-20 13:24:14),,4
8514,Afternoon Sigh,Akimoto Nagisa,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:48),,4
30943,Afternoon Chantic,Yo Fukaya,"Comic Beam
[January 2002]
Notes January 2002 issue",Mangaseek Editorial Department (2004-07-19 22:05:49),Morizaru (2015-11-21 18:31:44),,4
63842,Afternoon Gathering,Miyanishi Keizo,"Magazine data unknown/unregistered One-shot
[1982]
Notes: ""Manga Lovetopia"" March 1982 issue",Monaka (2018-11-18 20:45:55),Monaka (2018-11-18 20:45:55),,4
59643,Nine Springs,Yamada Murasaki,"COM One-shot
[1970]
Notes February 1970 issue",Monaka (2018-04-05 22:46:46),Monaka (2018-04-05 22:46:46),,2
63359,Afternoon meditation,Yoshiyuki Takizawa,"Candle One-shot
[1986]
Notes Vol.4 (October 5, 1986 issue)",Morizaru (2018-10-20 17:09:19),daisuke (2022-08-31 13:27:20),,4
58125,5 The Five Dragons,Jiro Tsunoda,Weekly Shonen King serialization ended,Morizaru (2018-01-21 14:02:12),Morizaru (2022-09-25 14:15:01),,3
47751,This is Ethics Now.,"Shiori Amase
Masterpiece","Grand Jump PREMIUM Grand Jump special edition one-shot
[October 2016]
Notes November 2016 issue
Grand Jump PREMIUM Grand Jump special edition transferred
[April 2017]
Notes May 2017 issue~",Tofana Water (2016-10-26 22:29:47),Morizaru (2017-11-03 09:30:53),,4
84076,"Ten years after I told him to leave it to me and go ahead, it had become a legend.","Abeno Chako
[Manga] Major work

Ezogingitsune
[Original work]

DeeCHA
[Character design]",Currently serialized in Manga UP! [August 2019],Fushimi-an (2022-01-01 20:41:35),Fushimi-an (2022-01-01 20:41:35),,4
59875,This is the house where I returned to.,Yuka Miyauchi,,Morizaru (2018-04-16 04:49:37),Hyakumi (2021-04-10 14:45:46),,3
76614,This is Orbital Fortress Number 4,Cool Tree Heaven,,Fushimi-an (2021-01-19 19:38:59),Fushimi-an (2021-01-19 19:38:59),,4
5716,This is Greenwood,Yukie Nasu,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2018-10-15 19:00:32),,3
57591,Where is this narrow road?,Kanako Inuki,"House of Fear DX ""Leed Comics"" Special Edition",Morizaru (2018-01-02 19:05:59),daisuke (2022-10-04 13:32:03),,5
93670,This is the forest of pigeons,Sakai Kunie,"Monthly Seventeen One-shot
[April 1985]
Notes May 1985 issue",daisuke (2023-06-02 18:10:57),daisuke (2023-06-02 18:10:57),,4
56748,This is a gentle garden,Enzo,,Morizaru (2017-11-25 13:24:32),daisuke (2023-11-14 18:08:40),,3
52811,Here again,Hiroshi Magumo,"Tina One-shot

Notes January 1993 issue",Morizaru (2017-05-20 03:33:09),daisuke (2022-06-11 14:15:20),,1
49767,Anyone can do this,"Akihiro Nakatani
[Original work]

Shuichi Seino
[Manga]",,Morizaru (2017-02-19 22:31:32),Morizaru (2017-02-19 22:31:32),,2
84187,Look here!,Sakura Misaki,"Manga Time Kirara MAX serialization ended
[December 2009 - August 2010]
Notes February 2010 issue (released December 19, 2009) - October 2010 issue (released August 19)",Hyakumi (2022-01-04 21:56:32),Hyakumi (2022-01-04 21:56:32),,1
39597,Here is the indefinite point,Izumi Takemoto,"Manga Time Kirara Carat Serialization ended
[March 2012 - December 2013]
Notes May 2012 issue (released March 28th) - February 2014 issue (released December 28th, 2013)",Guest (2015-11-13 13:14:17),Guest (2015-11-13 13:14:17),,4
81134,Paradise from here,Maple Tree,"COMIC LO One-shot
[June 2021]",Fushimi-an (2021-06-29 11:26:16),Fushimi-an (2022-08-29 22:13:04),,3
48671,heart,Tatsuhiko Yamagami,"Weekly Shonen Sunday One-shot
[January 1971]
Notes: Issue 3, 1971 (January 17th issue)",Morizaru (2016-12-18 23:12:31),Morizaru (2016-12-28 22:14:44),,1
18355,COCOLO,Kaiji Kawaguchi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:55),,5
77782,heart,Bird Miki,"Animal House serialization ended
[March 1990 - June 1990]
Notes April 1990 issue - July 1990 issue",daisuke (2021-02-23 09:48:54),daisuke (2021-02-23 09:48:54),,2
96270,Kokoro [Enomoto Nariko version],Nariko Enomoto version,"Nariko Enomoto

Natsume Soseki
[Original work]",,daisuke (2023-11-05 10:49:31),,5
3333,Kokoro [Sasaki Ryo version],Ryo Sasaki version,"Ryo Sasaki
[Illustrator]

Soseki Natsume
[Original Story]",,Mangaseek Editorial Department (2002-11-16 15:31:03),,3
96271,Kokoro [Variety Artworks Edition],Variety Artworks version,"Variety Artworks
[Manga]

Natsume Soseki
[Author]",,daisuke (2023-11-05 10:54:00),,2
96272,Kokoro [Yuki Takahashi version],Yuki Takahashi version,"Natsume Soseki
[Original work]

Takahashi Yuki
[Manga]",,daisuke (2023-11-05 10:55:42),,4
96273,Kokoro [Yoshizaki Nagi version],Yoshizaki Nagi version,"Yoshizaki Nagi
[Manga]

Natsume Soseki
[Original work]",,daisuke (2023-11-05 11:00:08),,4
20225,Heartwarming,Yu Takai,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:07:27),,1
12485,Heartfelt KISS,Amu Taniguchi,,Mangaseek Editorial Department (2002-11-16 15:31:03),Morizaru (2017-07-13 22:28:51),,3
8668,With a lot of heart...YES,Yumi Kayama,,Mangaseek Editorial Department (2002-11-16 15:31:03),Kono (2015-07-20 10:09:49),,1
96297,Heartwarming,Kita Naoe,,daisuke (2023-11-06 13:29:22),daisuke (2023-11-06 13:29:22),,4
85052,I want a love that colors my heart,Minori Chikusa's masterpiece,"Dora Dora Sharp♯ serialization ended
[January 2021 - September 2022]
Notes January 29, 2021 - September 23, 2022",Hyakumi (2022-03-11 21:46:17),Hyakumi (2022-03-11 21:46:17),,5
62678,Kokoro SOS,"Akira Kizuki

Nanki Sato",Magazine data unknown/unregistered One-shot,Morizaru (2018-09-15 19:05:28),daisuke (2022-07-22 13:32:03),,5
87112,Heart and Ecchi,3 weeks left to live,"COMIC Kairakuten One-shot
[September 2022]",Fushimi-an (2022-10-12 21:24:11),Fushimi-an (2022-10-12 21:24:11),,3
78297,Mental health counseling department,Kodama Naoya,"Manga Time Kirara One-shot
[December 2019 - February 2020]
Notes January 2020 issue (released December 9, 2019) - March 2020 issue (released February 7)",Hyakumi (2021-03-14 11:36:17),Hyakumi (2021-03-14 11:36:17),,3
44431,Kokoro of the Dead: Super Soseki War,"Meguro Sankichi
[Manga]

Natsume Soseki
[Original]

Kagami Kyosuke
[Amazing Adaptation]","Comic Earth Star [WEB version: 2015-] On hiatus
[May 2016]
Notes May 27, 2016 - January 20, 2017 (on hiatus from then until now)",Morizaru (2016-05-09 11:21:28),Masuke (2016-08-07 13:39:22),,5
47588,Heart remembering,Yoshiko Shiki,"Haruta One-shot
[March 2016]
Notes Vol.32 (released March 14, 2016)",Tofana Water (2016-10-17 22:18:04),Tofana Water (2016-10-17 22:18:04),,3
91017,"A psychiatrist teaches you how to raise ""resilient subordinates""","Sasahara Shinichiro

Fudeyoshi Junichiro
[Manga]",,Morizaru (2023-03-04 16:19:20),daisuke (2023-11-12 18:55:05),,5
42456,My heart wants to scream.,"Akui Makoto
[Illustrator]

Super Peace Busters
[Original work]",,Masuke (2016-02-11 11:27:57),Masuke (2016-02-11 11:27:57),,4
58512,My heart is auspicious,Unose Kenichi,"Weekly Shonen Champion End of serialization
[June 1992 - August 1992]
Notes Issue 29 (July 2nd issue) - Issue 38 (September 3rd issue) 1992",Morizaru (2018-01-28 12:57:18),Morizaru (2018-01-28 12:57:18),,3
24122,Sincerely,Momoko Sekigawa,"Ribbon Original
[December 2001]
Notes December 2001 issue",Mangaseek Editorial Department (2003-01-14 20:28:05),Kono (2015-07-20 10:11:31),,3
82954,Heartfelt Fairy,Red tile modomu,"The Hana to Yume one-shot
[2012]
Notes: 2012/11/1 issue",Fushimi-an (2021-09-30 22:16:58),Fushimi-an (2021-09-30 22:16:58),,3
35909,Heart is colored cherry blossom color,Sota Kuwahara,,Morizaru (2015-08-11 19:14:53),Morizaru (2015-08-11 19:14:53),,1
77301,Kokoro Connect ON AIR,"Na!
[Manga]

Sadaka Ando
[Original work]

White Fish
[Character design]",Daughter TYPE serialization ended,daisuke (2021-02-09 13:55:45),daisuke (2021-02-09 13:55:45),,4
71110,Kokoro Connect,"CUTEG
[Manga]

Sadaka Ando
[Original work]

Shiromi Sakana
[Character design]","Comic Clear Serialization ended
[October 2010 - August 2013]
Notes October 22, 2010 - August 23, 2013",Hyakumi (2020-06-14 18:16:36),daisuke (2023-01-06 10:17:10),,4
40836,Kokoro Cigarettes,Shoko Inada,,Kono (2015-12-22 17:49:42),Kono (2015-12-22 17:49:42),,3
75476,Used Car Sommelier Kokoro Jidosha,Tanaka Muneyosi,"Big Comic Original Special Issue [Bimonthly (with the notation ""XX month special issue"")] End of serialization",daisuke (2020-12-17 09:12:59),daisuke (2020-12-17 09:12:59),,4
68434,Kokoro Sketch,Hiro Hoshiai,"Tsubomi One-shot
[February 2009]
Notes Vol. 1 (released February 12, 2009)",Morizaru (2019-08-17 20:40:56),Morizaru (2019-08-17 20:40:56),,5
47886,Misunderstanding of hearts,Yuki Ayano (Kosugi Aya),,Tofana Water (2016-11-13 09:42:02),Tofana Water (2016-11-13 09:42:02),,3
72803,Heart movement,Yu Kusano,Magazine data unknown/unregistered Serialization ended,Fushimi-an (2020-09-18 22:22:12),Fushimi-an (2023-10-14 21:27:45),,5
33314,Mind and Body,Eri Okami,,Masuke (2015-06-17 23:15:01),Kono (2015-06-17 23:15:01),,5
41356,Closed-hearted boy,Mayuri Yamamoto,,Masuke (2016-01-05 13:45:39),Masuke (2016-01-05 13:45:39),,4
19915,Kokoro Library,Nobutaka Takagi,"Monthly Comic Dengeki Daioh Serialization ended
[April 2000 - July 2002]
Notes: 3 volumes in total",Mangaseek Editorial Department (2003-02-22 21:06:57),Kono (2015-07-20 10:11:36),,2
